,city,latd,longd,elevation_m,elevation_ft,population_total,area_total_sq_mi,area_land_sq_mi,area_water_sq_mi,area_total_km2,area_land_km2,area_water_km2,area_water_percent
404,Shafter,35.50055555555560,-119.27166666666700,106.0,348.0,16988,27.945,27.945,0.0,72.376,72.376,0.0,0.0
405,Shasta Lake,40.67805555555560,-122.37000000000000,246.0,810.0,10164,10.929,10.921,0.008,28.305,28.284000000000000,0.02,0.07
406,Sierra Madre,34.164722222222200,-118.05083333333300,252.0,827.0,10917,2.957,2.9530000000000000,0.004,7.659,7.647,0.012,0.15
407,Signal Hill,33.79935,-118.16558,45.0,148.0,11465,2.191,2.189,0.002,5.673000000000000,5.669,0.004,0.08
408,Simi Valley,34.27111111111110,-118.73944444444400,234.0,768.0,126874,42.247,41.48,0.767,109.41800000000000,107.43300000000000,1.986,1.81
409,Solana Beach,32.99527777777780,-117.26027777777800,22.0,72.0,12867,3.6240000000000000,3.52,0.10400000000000000,9.386000000000000,9.115,0.27,2.88
410,Soledad,36.42472222222220,-121.32638888888900,58.0,190.0,25738,4.566,4.414,0.152,11.825,11.432,0.39300000000000000,3.32
411,Solvang,34.59388888888890,-120.13972222222200,154.0,505.0,5245,2.426,2.425,0.001,6.284,6.281000000000000,0.003,0.05
412,Sonoma,38.288888888888900,-122.4588888888890,26.0,85.0,10648,2.742,2.742,0.0,7.102,7.102,0.0,0.0
413,Sonora,37.98444444444440,-120.38166666666700,544.0,1785.0,7169,3.0780000000000000,3.0640000000000000,0.014000000000000000,7.972,7.936,0.036000000000000000,0.45
414,South El Monte,34.04888888888890,-118.04833333333300,76.0,249.0,20116,2.8480000000000000,2.843,0.005,7.378000000000000,7.364,0.014000000000000000,0.19
415,South Gate,33.94416666666670,-118.19500000000000,37.0,120.0,94396,7.353,7.236000000000000,0.11700000000000000,19.044,18.742,0.303,1.59
416,South Lake Tahoe,38.94,-119.97694444444400,1901.0,6237.0,21403,16.603000000000000,10.161,6.442,43.003,26.318,16.685,38.8
417,South Pasadena,34.113055555555600,-118.15583333333300,201.0,659.0,25619,3.417,3.405,0.012,8.851,8.82,0.031,0.35
418,South San Francisco,37.65611111111110,-122.42555555555600,4.0,13.0,64409,30.158,9.141,21.017,78.109,23.674,54.435,69.69
419,Stanton,33.802500000000000,-117.99444444444400,20.0,66.0,38186,3.15,3.15,0.0,8.158,8.158,0.0,0.0
420,St Helena,38.50527777777780,-122.47027777777800,77.0,253.0,5814,5.027,4.986000000000000,0.041000000000000000,13.019,12.913,0.106,0.81
421,Stockton,37.97555555555560,-121.30083333333300,4.0,13.0,301090,64.753,61.67,3.083,167.708,159.72300000000000,7.985,4.76
422,Suisun City,38.245,-122.01694444444400,2.0,7.0,28111,4.163,4.105,0.058000000000000000,10.783,10.633,0.15,1.39
423,Sunnyvale,37.37111111111110,-122.0375,39.0,128.0,140081,22.689,21.987,0.7020000000000000,58.765,56.947000000000000,1.818,3.09
424,Susanville,40.41638888888890,-120.65305555555600,1276.0,4186.0,17974,8.017000000000000,7.931,0.086,20.763,20.541,0.222,1.07
425,Sutter Creek,38.393055555555600,-120.8025,362.0,1188.0,2501,2.5580000000000000,2.5580000000000000,0.0,6.625,6.625,0.0,0.0
426,Taft,35.1425,-119.4563888888890,291.0,955.0,9327,15.113,15.113,0.0,39.143,39.143,0.0,0.0
427,Tehachapi,35.132222222222200,-118.44888888888900,1210.0,3970.0,14414,9.971,9.874,0.09700000000000000,25.823,25.573,0.25,0.97
428,Tehama,40.02444444444440,-122.12388888888900,64.0,210.0,418,0.794,0.794,0.0,2.057,2.057,0.0,0.0
429,Temecula,33.50333333333330,-117.1236111111110,310.59,1019.0,105208,30.167000000000000,30.151,0.016,78.133,78.092,0.042,0.05
430,Temple City,34.10277777777780,-118.05805555555600,122.0,400.0,35558,4.006,4.006,0.0,10.374,10.374,0.0,0.0
431,Thousand Oaks,34.18944444444440,-118.875,270.0,886.0,128374,55.181000000000000,55.031000000000000,0.15,142.918,142.53,0.387,0.27
432,Tiburon,37.87361111111110,-122.45666666666700,4.0,13.0,8962,13.182,4.446000000000000,8.736,34.14,11.515,22.625,66.27
433,Torrance,33.834722222222200,-118.34138888888900,27.0,89.0,147027,20.553,20.478000000000000,0.075,53.233000000000000,53.038000000000000,0.195,0.37
434,Tracy,37.738055555555600,-121.43388888888900,16.0,52.0,82922,22.139,22.003,0.136,57.34,56.987000000000000,0.35200000000000000,0.61
435,Trinidad,41.05916666666670,-124.14305555555600,53.0,174.0,367,0.6710000000000000,0.485,0.18600000000000000,1.7370000000000000,1.255,0.48200000000000000,27.75
436,Truckee,39.342222222222200,-120.20361111111100,1773.0,5817.0,16180,33.654,32.322000000000000,1.3320000000000000,87.162,83.713,3.449,3.96
437,Tulare,36.20666666666670,-119.3425,88.0,289.0,59278,21.016,20.931000000000000,0.085,54.433,54.212000000000000,0.221,0.41
438,Tulelake,41.95416666666670,-121.47583333333300,1230.0,4035.0,1010,0.41200000000000000,0.41,0.002,1.067,1.061,0.006,0.58
439,Turlock,37.505833333333300,-120.84888888888900,31.0,102.0,69733,16.928,16.928,0.0,43.844000000000000,43.844000000000000,0.0,0.0
440,Tustin,33.73972222222220,-117.81361111111100,43.0,141.0,75540,11.082,11.082,0.0,28.701,28.701,0.0,0.0
441,Twentynine Palms,34.138333333333300,-116.07250000000000,607.0,1991.0,25768,59.143,59.143,0.0,153.179,153.179,0.0,0.0
442,Ukiah,39.150277777777800,-123.20777777777800,193.0,639.0,16075,4.7220000000000000,4.67,0.052000000000000000,12.232000000000000,12.096000000000000,0.136,1.11
443,Union City,37.58694444444450,-122.02583333333300,,,72155,19.0,19.0,0.0,,,,
444,Upland,34.1,-117.65,405.0,1328.0,73732,15.651,15.617,0.034,40.535,40.448,0.087,0.21
445,Vacaville,38.35388888888890,-121.97277777777800,53.0,174.0,92428,28.585,28.373,0.212,74.03400000000000,73.485,0.55,0.74
446,Vallejo,38.113055555555600,-122.23583333333300,21.0,60.0,115942,49.5,30.6,18.8,128.3,79.4,48.8,38.0
447,Ventura,34.275,-119.22777777777800,,,106433,32.095,21.655,10.44,83.124,56.085,27.039,32.53
448,Vernon,34.00111111111110,-118.21111111111100,62.0,203.0,112,5.157,4.973,0.184,13.357000000000000,12.88,0.47600000000000000,3.57
449,Victorville,34.53611111111110,-117.28833333333300,832.0,2726.0,120336,73.741,73.178,0.563,190.988,189.52900000000000,1.459,0.76
450,Villa Park,33.816111111111100,-117.8111111111110,104.0,341.0,5812,2.0780000000000000,2.0780000000000000,0.0,5.383000000000000,5.383000000000000,0.0,0.0
451,Visalia,36.31666666666670,-119.3,101.0,331.0,124442,36.266,36.246,0.02,93.928,93.876,0.0512,0.05
452,Vista,33.19361111111110,-117.24111111111100,99.0,325.0,93834,18.678,18.678,0.0,48.377000000000000,48.377000000000000,0.0,0.0
453,Walnut,34.03333333333330,-117.86666666666700,171.0,561.0,29172,8.996,8.992,0.004,23.3,23.29,0.01,0.04
454,Walnut Creek,37.906388888888900,-122.065,,131.0,64173,19.769000000000000,19.757,0.012,51.201,51.169,0.031,0.06
455,Wasco,35.594166666666700,-119.34083333333300,100.0,328.0,25545,9.426,9.426,0.0,24.413,24.413,0.0,0.0
456,Waterford,37.645000000000000,-120.7675,52.0,171.0,8456,2.369,2.3280000000000000,0.041000000000000000,6.135,6.03,0.105,1.72
457,Watsonville,36.920000000000000,-121.76361111111100,9.0,29.0,51199,6.7830000000000000,6.687,0.096,17.569000000000000,17.319000000000000,0.25,1.42
458,Weed,41.424166666666700,-122.38444444444400,1044.0,3425.0,2967,4.795,4.79,0.005,12.417,12.405,0.012,0.1
459,West Covina,34.056666666666700,-117.91861111111100,110.0,362.0,106098,16.09,16.041,0.049,41.67100000000000,41.545,0.126,0.3
460,West Hollywood,34.08777777777780,-118.37222222222200,86.0,282.0,34650,1.8870000000000000,1.8870000000000000,0.0,4.888,4.888,0.0,0.0
461,Westlake Village,34.14194444444440,-118.81944444444400,268.0,880.0,8270,5.5090000000000000,5.185,0.32,14.257,13.43,0.828,5.8
462,Westminster,33.75138888888890,-117.99388888888900,12.0,39.0,89701,10.049,10.049,0.0,26.027000000000000,26.027000000000000,0.0,0.0
463,Westmorland,33.03722222222220,-115.62138888888900,,-164.0,2225,0.59,0.59,0.0,1.5290000000000000,1.5290000000000000,0.0,0.0
464,West Sacramento,38.580555555555600,-121.53027777777800,6.0,20.0,48744,22.846,21.425,1.421,59.172,55.49100000000000,3.681,6.22
465,Wheatland,39.01,-121.42305555555600,28.0,92.0,3456,1.486,1.479,0.007000000000000000,3.8480000000000000,3.8310000000000000,0.017,0.45
466,Whittier,33.96555555555560,-118.02444444444400,112.0,367.0,85331,14.7,14.7,0.016,37.0,37.0,0.041000000000000000,0.11
467,Wildomar,33.603611111111100,-117.27277777777800,387.0,1270.0,32176,23.688000000000000,23.688000000000000,0.0,61.351000000000000,61.351000000000000,0.0,0.0
468,Williams,39.15472222222220,-122.14944444444400,25.0,82.0,5123,5.444,5.444,0.0,14.101000000000000,14.101000000000000,0.0,0.0
469,Willits,39.40972222222220,-123.35555555555600,424.0,1391.0,4888,2.803,2.798,0.005,7.26,7.248000000000000,0.013000000000000000,0.17
470,Willows,39.52444444444440,-122.19361111111100,42.0,138.0,6166,2.873,2.847,0.026000000000000000,7.441,7.373000000000000,0.068,0.92
471,Windsor,38.54611111111110,-122.80527777777800,36.0,118.0,26801,7.293000000000000,7.268,0.025,18.888000000000000,18.824,0.064,0.34
472,Winters,38.525,-121.97083333333300,40.0,131.0,6624,2.937,2.912,0.025,7.607,7.543000000000000,0.065,0.85
473,Woodlake,36.41638888888890,-119.09944444444400,134.0,440.0,7279,2.765,2.248,0.517,7.159,5.821000000000000,1.338,18.69
474,Woodland,38.67861111111110,-121.77333333333300,21.0,69.0,55468,15.303000000000000,15.303000000000000,0.0,39.634,39.634,0.0,0.0
475,Woodside,37.420833333333300,-122.25972222222200,117.0,384.0,5287,11.732000000000000,11.732000000000000,0.0,30.386,30.386,0.0,0.0
476,Yorba Linda,33.888551,-117.813231,82.3,270.0,65237,20.018,19.483,0.535,51.847,50.46,1.3870000000000000,2.67
477,Yountville,38.403055555555600,-122.36222222222200,30.0,98.0,2933,1.531,1.531,0.0,3.966,3.966,0.0,0.0
478,Yreka,41.72666666666670,-122.6375,787.0,2582.0,7765,10.053000000000000,9.98,0.073,26.036000000000000,25.847000000000000,0.188,0.72
479,Yuba City,39.13472222222220,-121.6261111111110,18.0,59.0,64925,14.656000000000000,14.578,0.078,37.959,37.758,0.201,0.53
480,Yucaipa,34.030277777777800,-117.04861111111100,798.0,2618.0,51367,27.893,27.888,0.005,72.244,72.23100000000000,0.013000000000000000,0.02
481,Yucca Valley,34.13333333333330,-116.41666666666700,1027.0,3369.0,20700,40.015,40.015,0.0,103.639,103.639,0.0,0.0
